,Date,Sensor,Quality
30,2021-11-18T01:39:59.605000+00:00,-0.859375,PASSED
31,2021-11-18T01:39:59.605000+00:00,0.98828125,PASSED
32,2021-11-18T01:39:59.605000+00:00,1.78515625,PASSED
33,2021-11-18T01:39:59.605000+00:00,2.0234375,FAILED
34,2021-11-18T01:39:59.605000+00:00,1.8046875,PASSED
35,2021-11-18T01:39:59.605000+00:00,2.00390625,FAILED
36,2021-11-18T01:39:59.605000+00:00,1.82421875,PASSED
37,2021-11-18T01:39:59.605000+00:00,1.98828125,PASSED
38,2021-11-18T01:39:59.605000+00:00,2.13671875,FAILED
39,2021-11-18T01:39:59.605000+00:00,2.00390625,FAILED
40,2021-11-18T01:39:59.605000+00:00,1.8828125,PASSED
41,2021-11-18T01:39:59.605000+00:00,1.9921875,PASSED
42,2021-11-18T01:39:59.605000+00:00,2.09375,FAILED
43,2021-11-18T01:39:59.605000+00:00,2.00390625,FAILED
44,2021-11-18T01:39:59.605000+00:00,1.921875,PASSED
45,2021-11-18T01:39:59.605000+00:00,0.77734375,PASSED
46,2021-11-18T01:39:59.605000+00:00,0.28515625,PASSED
47,2021-11-18T01:39:59.605000+00:00,1.9296875,PASSED
48,2021-11-18T01:39:59.605000+00:00,2.1484375,FAILED
49,2021-11-18T01:39:59.605000+00:00,1.94921875,PASSED
50,2021-11-18T01:39:59.605000+00:00,2.12890625,FAILED
51,2021-11-18T01:39:59.605000+00:00,1.96484375,PASSED
52,2021-11-18T01:39:59.605000+00:00,2.11328125,FAILED
53,2021-11-18T01:39:59.605000+00:00,1.98046875,PASSED
54,2021-11-18T01:39:59.605000+00:00,1.12109375,PASSED
55,2021-11-18T01:39:59.605000+00:00,0.5625,PASSED
56,2021-11-18T01:39:59.605000+00:00,-0.55859375,PASSED
57,2021-11-18T01:39:59.605000+00:00,-0.70703125,PASSED
58,2021-11-18T01:39:59.605000+00:00,-0.03125,PASSED
59,2021-11-18T01:39:59.605000+00:00,0.828125,PASSED
60,2021-11-18T01:39:59.605000+00:00,0.49609375,PASSED
61,2021-11-18T01:39:59.605000+00:00,-0.421875,PASSED
62,2021-11-18T01:39:59.605000+00:00,-1.28125,PASSED
63,2021-11-18T01:39:59.605000+00:00,-2.0625,FAILED
64,2021-11-18T01:39:59.605000+00:00,-1.9609375,PASSED
65,2021-11-18T01:39:59.605000+00:00,-2.05078125,FAILED
66,2021-11-18T01:39:59.605000+00:00,-1.96875,PASSED
67,2021-11-18T01:39:59.605000+00:00,-2.04296875,FAILED
68,2021-11-18T01:39:59.605000+00:00,-1.9765625,PASSED
69,2021-11-18T01:39:59.605000+00:00,-2.0390625,FAILED
70,2021-11-18T01:39:59.605000+00:00,-1.984375,PASSED
71,2021-11-18T01:39:59.605000+00:00,-2.03515625,FAILED
72,2021-11-18T01:39:59.605000+00:00,-1.98828125,PASSED
73,2021-11-18T01:39:59.605000+00:00,-2.03125,FAILED
74,2021-11-18T01:39:59.605000+00:00,-1.9921875,PASSED
75,2021-11-18T01:39:59.605000+00:00,-2.02734375,FAILED
76,2021-11-18T01:39:59.605000+00:00,-1.546875,PASSED
77,2021-11-18T01:39:59.605000+00:00,-0.5078125,PASSED
78,2021-11-18T01:39:59.605000+00:00,-0.953125,PASSED
79,2021-11-18T01:39:59.605000+00:00,-1.0859375,PASSED
80,2021-11-18T01:39:59.605000+00:00,-1.9453125,PASSED
81,2021-11-18T01:39:59.605000+00:00,-2.0546875,FAILED
82,2021-11-18T01:39:59.605000+00:00,-1.953125,PASSED
83,2021-11-18T01:39:59.605000+00:00,-2.04296875,FAILED
84,2021-11-18T01:39:59.605000+00:00,-0.94921875,PASSED
85,2021-11-18T01:39:59.605000+00:00,0.09375,PASSED
86,2021-11-18T01:39:59.605000+00:00,1.31640625,PASSED
87,2021-11-18T01:39:59.605000+00:00,2.13671875,FAILED
88,2021-11-18T01:39:59.605000+00:00,1.98828125,PASSED
89,2021-11-18T01:39:59.605000+00:00,2.12109375,FAILED
90,2021-11-18T01:39:59.605000+00:00,1.75390625,PASSED
91,2021-11-18T01:39:59.605000+00:00,1.421875,PASSED
92,2021-11-18T01:39:59.605000+00:00,1.9296875,PASSED
93,2021-11-18T01:39:59.605000+00:00,2.01953125,FAILED
94,2021-11-18T01:39:59.605000+00:00,1.9375,PASSED
95,2021-11-18T01:39:59.605000+00:00,2.01171875,FAILED
96,2021-11-18T01:39:59.605000+00:00,1.9453125,PASSED
97,2021-11-18T01:39:59.605000+00:00,2.0078125,FAILED
98,2021-11-18T01:39:59.605000+00:00,1.953125,PASSED
99,2021-11-18T01:39:59.605000+00:00,1.59375,PASSED
100,2021-11-18T01:39:59.605000+00:00,1.330078125,PASSED
101,2021-11-18T01:39:59.605000+00:00,0.263671875,PASSED
102,2021-11-18T01:39:59.605000+00:00,2.068359375,FAILED
103,2021-11-18T01:39:59.605000+00:00,2.806640625,FAILED
104,2021-11-18T01:39:59.605000+00:00,3.029296875,FAILED
105,2021-11-18T01:39:59.605000+00:00,2.830078125,FAILED
106,2021-11-18T01:39:59.605000+00:00,0.796875,PASSED
107,2021-11-18T01:39:59.605000+00:00,-1.095703125,PASSED
108,2021-11-18T01:39:59.605000+00:00,-1.833984375,PASSED
109,2021-11-18T01:39:59.605000+00:00,-1.611328125,PASSED
110,2021-11-18T01:39:59.605000+00:00,-1.0078125,PASSED
111,2021-11-18T01:39:59.605000+00:00,-0.087890625,PASSED
112,2021-11-18T01:39:59.605000+00:00,0.41015625,PASSED
113,2021-11-18T01:39:59.605000+00:00,-0.046875,PASSED
114,2021-11-18T01:39:59.605000+00:00,-1.5703125,PASSED
115,2021-11-18T01:39:59.605000+00:00,-2.98828125,FAILED
116,2021-11-18T01:39:59.605000+00:00,-3.169921875,FAILED
117,2021-11-18T01:39:59.605000+00:00,-3.005859375,FAILED
118,2021-11-18T01:39:59.605000+00:00,-2.853515625,FAILED
119,2021-11-18T01:39:59.605000+00:00,-2.98828125,FAILED
120,2021-11-18T01:39:59.605000+00:00,-1.7421875,PASSED
121,2021-11-18T01:39:59.605000+00:00,-0.75,PASSED
122,2021-11-18T01:39:59.605000+00:00,-0.8828125,PASSED
123,2021-11-18T01:39:59.605000+00:00,-1.49609375,PASSED
124,2021-11-18T01:39:59.605000+00:00,-2.0546875,FAILED
125,2021-11-18T01:39:59.605000+00:00,-1.953125,PASSED
126,2021-11-18T01:39:59.605000+00:00,-2.04296875,FAILED
127,2021-11-18T01:39:59.605000+00:00,-1.9609375,PASSED
128,2021-11-18T01:39:59.605000+00:00,-2.03515625,FAILED
129,2021-11-18T01:39:59.605000+00:00,-1.2734375,PASSED
130,2021-11-18T01:39:59.605000+00:00,0.05078125,PASSED
131,2021-11-18T01:39:59.605000+00:00,0.58984375,PASSED
132,2021-11-18T01:39:59.605000+00:00,0.09765625,PASSED
133,2021-11-18T01:39:59.605000+00:00,-0.34765625,PASSED
134,2021-11-18T01:39:59.605000+00:00,-0.75,PASSED
135,2021-11-18T01:39:59.605000+00:00,-0.3828125,PASSED
136,2021-11-18T01:39:59.605000+00:00,-0.05078125,PASSED
137,2021-11-18T01:39:59.605000+00:00,1.0703125,PASSED
138,2021-11-18T01:39:59.605000+00:00,1.515625,PASSED
139,2021-11-18T01:39:59.605000+00:00,1.3828125,PASSED
140,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
141,2021-11-18T01:39:59.605000+00:00,2.10546875,FAILED
142,2021-11-18T01:39:59.605000+00:00,2.00390625,FAILED
143,2021-11-18T01:39:59.605000+00:00,1.9140625,PASSED
144,2021-11-18T01:39:59.605000+00:00,1.6640625,PASSED
145,2021-11-18T01:39:59.605000+00:00,2.04296875,FAILED
146,2021-11-18T01:39:59.605000+00:00,1.9765625,PASSED
147,2021-11-18T01:39:59.605000+00:00,2.0390625,FAILED
148,2021-11-18T01:39:59.605000+00:00,1.984375,PASSED
149,2021-11-18T01:39:59.605000+00:00,2.03515625,FAILED
150,2021-11-18T01:39:59.605000+00:00,1.70703125,PASSED
151,2021-11-18T01:39:59.605000+00:00,1.1484375,PASSED
152,2021-11-18T01:39:59.605000+00:00,0.76953125,PASSED
153,2021-11-18T01:39:59.605000+00:00,0.97265625,PASSED
154,2021-11-18T01:39:59.605000+00:00,1.16015625,PASSED
155,2021-11-18T01:39:59.605000+00:00,1.10546875,PASSED
156,2021-11-18T01:39:59.605000+00:00,1.15625,PASSED
157,2021-11-18T01:39:59.605000+00:00,1.203125,PASSED
158,2021-11-18T01:39:59.605000+00:00,0.81640625,PASSED
159,2021-11-18T01:39:59.605000+00:00,0.55859375,PASSED
160,2021-11-18T01:39:59.605000+00:00,-0.1484375,PASSED
161,2021-11-18T01:39:59.605000+00:00,-1.06640625,PASSED
162,2021-11-18T01:39:59.605000+00:00,-1.6796875,PASSED
163,2021-11-18T01:39:59.605000+00:00,-2.01171875,FAILED
164,2021-11-18T01:39:59.605000+00:00,-1.91015625,PASSED
165,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
166,2021-11-18T01:39:59.605000+00:00,-1.91796875,PASSED
167,2021-11-18T01:39:59.605000+00:00,-1.9921875,PASSED
168,2021-11-18T01:39:59.605000+00:00,-2.05859375,FAILED
169,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
170,2021-11-18T01:39:59.605000+00:00,-2.05078125,FAILED
171,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
172,2021-11-18T01:39:59.605000+00:00,-1.953125,PASSED
173,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
174,2021-11-18T01:39:59.605000+00:00,-1.80078125,PASSED
175,2021-11-18T01:39:59.605000+00:00,-1.26953125,PASSED
176,2021-11-18T01:39:59.605000+00:00,-0.58203125,PASSED
177,2021-11-18T01:39:59.605000+00:00,-0.85546875,PASSED
178,2021-11-18T01:39:59.605000+00:00,-1.10546875,PASSED
179,2021-11-18T01:39:59.605000+00:00,-1.63671875,PASSED
180,2021-11-18T01:39:59.605000+00:00,-1.43359375,PASSED
181,2021-11-18T01:39:59.605000+00:00,-0.9921875,PASSED
182,2021-11-18T01:39:59.605000+00:00,-0.1328125,PASSED
183,2021-11-18T01:39:59.605000+00:00,0.9765625,PASSED
184,2021-11-18T01:39:59.605000+00:00,1.421875,PASSED
185,2021-11-18T01:39:59.605000+00:00,1.2890625,PASSED
186,2021-11-18T01:39:59.605000+00:00,1.16796875,PASSED
187,2021-11-18T01:39:59.605000+00:00,1.5,PASSED
188,2021-11-18T01:39:59.605000+00:00,1.1953125,PASSED
189,2021-11-18T01:39:59.605000+00:00,1.83984375,PASSED
190,2021-11-18T01:39:59.605000+00:00,1.921875,PASSED
191,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
192,2021-11-18T01:39:59.605000+00:00,2.0625,FAILED
193,2021-11-18T01:39:59.605000+00:00,2.0,PASSED
194,2021-11-18T01:39:59.605000+00:00,1.9453125,PASSED
195,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
196,2021-11-18T01:39:59.605000+00:00,2.04296875,FAILED
197,2021-11-18T01:39:59.605000+00:00,2.0,PASSED
198,2021-11-18T01:39:59.605000+00:00,1.9609375,PASSED
199,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
200,2021-11-18T01:39:59.605000+00:00,3.041015625,FAILED
201,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
202,2021-11-18T01:39:59.605000+00:00,2.96484375,FAILED
203,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
204,2021-11-18T01:39:59.605000+00:00,2.970703125,FAILED
205,2021-11-18T01:39:59.605000+00:00,2.765625,FAILED
206,2021-11-18T01:39:59.605000+00:00,2.3671875,FAILED
207,2021-11-18T01:39:59.605000+00:00,1.48828125,PASSED
208,2021-11-18T01:39:59.605000+00:00,0.609375,PASSED
209,2021-11-18T01:39:59.605000+00:00,-0.421875,PASSED
210,2021-11-18T01:39:59.605000+00:00,-1.11328125,PASSED
211,2021-11-18T01:39:59.605000+00:00,-0.73828125,PASSED
212,2021-11-18T01:39:59.605000+00:00,-2.2265625,FAILED
213,2021-11-18T01:39:59.605000+00:00,-2.830078125,FAILED
214,2021-11-18T01:39:59.605000+00:00,-3.01171875,FAILED
215,2021-11-18T01:39:59.605000+00:00,-2.84765625,FAILED
216,2021-11-18T01:39:59.605000+00:00,-3.0,FAILED
217,2021-11-18T01:39:59.605000+00:00,-2.865234375,FAILED
218,2021-11-18T01:39:59.605000+00:00,-2.98828125,FAILED
219,2021-11-18T01:39:59.605000+00:00,-3.099609375,FAILED
220,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
221,2021-11-18T01:39:59.605000+00:00,-1.9375,PASSED
222,2021-11-18T01:39:59.605000+00:00,-1.9921875,PASSED
223,2021-11-18T01:39:59.605000+00:00,-2.04296875,FAILED
224,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
225,2021-11-18T01:39:59.605000+00:00,-2.0390625,FAILED
226,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
227,2021-11-18T01:39:59.605000+00:00,-1.96484375,PASSED
228,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
229,2021-11-18T01:39:59.605000+00:00,-2.0234375,FAILED
230,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
231,2021-11-18T01:39:59.605000+00:00,-1.9765625,PASSED
232,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
233,2021-11-18T01:39:59.605000+00:00,-2.015625,FAILED
234,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
235,2021-11-18T01:39:59.605000+00:00,-1.75390625,PASSED
236,2021-11-18T01:39:59.605000+00:00,-1.22265625,PASSED
237,2021-11-18T01:39:59.605000+00:00,-0.078125,PASSED
238,2021-11-18T01:39:59.605000+00:00,2.05859375,FAILED
239,2021-11-18T01:39:59.605000+00:00,1.76953125,PASSED
240,2021-11-18T01:39:59.605000+00:00,2.03515625,FAILED
241,2021-11-18T01:39:59.605000+00:00,1.796875,PASSED
242,2021-11-18T01:39:59.605000+00:00,2.015625,FAILED
243,2021-11-18T01:39:59.605000+00:00,1.81640625,PASSED
244,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
245,2021-11-18T01:39:59.605000+00:00,2.16015625,FAILED
246,2021-11-18T01:39:59.605000+00:00,2.01171875,FAILED
247,2021-11-18T01:39:59.605000+00:00,1.87890625,PASSED
248,2021-11-18T01:39:59.605000+00:00,2.0,PASSED
249,2021-11-18T01:39:59.605000+00:00,1.890625,PASSED
250,2021-11-18T01:39:59.605000+00:00,1.9921875,PASSED
251,2021-11-18T01:39:59.605000+00:00,2.08203125,FAILED
252,2021-11-18T01:39:59.605000+00:00,2.0,PASSED
253,2021-11-18T01:39:59.605000+00:00,1.92578125,PASSED
254,2021-11-18T01:39:59.605000+00:00,1.9921875,PASSED
255,2021-11-18T01:39:59.605000+00:00,2.0546875,FAILED
256,2021-11-18T01:39:59.605000+00:00,2.0,PASSED
257,2021-11-18T01:39:59.605000+00:00,1.94921875,PASSED
258,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
259,2021-11-18T01:39:59.605000+00:00,2.0390625,FAILED
260,2021-11-18T01:39:59.605000+00:00,1.453125,PASSED
261,2021-11-18T01:39:59.605000+00:00,1.03515625,PASSED
262,2021-11-18T01:39:59.605000+00:00,1.72265625,PASSED
263,2021-11-18T01:39:59.605000+00:00,1.26171875,PASSED
264,2021-11-18T01:39:59.605000+00:00,0.0,PASSED
265,2021-11-18T01:39:59.605000+00:00,-1.26171875,PASSED
266,2021-11-18T01:39:59.605000+00:00,-2.08203125,FAILED
267,2021-11-18T01:39:59.605000+00:00,-1.93359375,PASSED
268,2021-11-18T01:39:59.605000+00:00,-2.06640625,FAILED
269,2021-11-18T01:39:59.605000+00:00,-1.9453125,PASSED
270,2021-11-18T01:39:59.605000+00:00,-2.0546875,FAILED
271,2021-11-18T01:39:59.605000+00:00,-1.953125,PASSED
272,2021-11-18T01:39:59.605000+00:00,-2.04296875,FAILED
273,2021-11-18T01:39:59.605000+00:00,-1.9609375,PASSED
274,2021-11-18T01:39:59.605000+00:00,-2.03515625,FAILED
275,2021-11-18T01:39:59.605000+00:00,-1.96875,PASSED
276,2021-11-18T01:39:59.605000+00:00,-2.03125,FAILED
277,2021-11-18T01:39:59.605000+00:00,-1.9765625,PASSED
278,2021-11-18T01:39:59.605000+00:00,-2.02734375,FAILED
279,2021-11-18T01:39:59.605000+00:00,-1.98046875,PASSED
280,2021-11-18T01:39:59.605000+00:00,-2.0234375,FAILED
281,2021-11-18T01:39:59.605000+00:00,-1.984375,PASSED
282,2021-11-18T01:39:59.605000+00:00,-2.01953125,FAILED
283,2021-11-18T01:39:59.605000+00:00,-1.98828125,PASSED
284,2021-11-18T01:39:59.605000+00:00,-2.015625,FAILED
285,2021-11-18T01:39:59.605000+00:00,-1.9921875,PASSED
286,2021-11-18T01:39:59.605000+00:00,-2.015625,FAILED
287,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
288,2021-11-18T01:39:59.605000+00:00,-1.69921875,PASSED
289,2021-11-18T01:39:59.605000+00:00,-1.0546875,PASSED
290,2021-11-18T01:39:59.605000+00:00,0.33203125,PASSED
291,2021-11-18T01:39:59.605000+00:00,0.9296875,PASSED
292,2021-11-18T01:39:59.605000+00:00,0.02734375,PASSED
293,2021-11-18T01:39:59.605000+00:00,0.19140625,PASSED
294,2021-11-18T01:39:59.605000+00:00,0.33984375,PASSED
295,2021-11-18T01:39:59.605000+00:00,1.28515625,PASSED
296,2021-11-18T01:39:59.605000+00:00,1.8984375,PASSED
297,2021-11-18T01:39:59.605000+00:00,2.0078125,FAILED
298,2021-11-18T01:39:59.605000+00:00,1.90625,PASSED
299,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
300,2021-11-18T01:39:59.605000+00:00,3.1171875,FAILED
301,2021-11-18T01:39:59.605000+00:00,3.005859375,FAILED
302,2021-11-18T01:39:59.605000+00:00,2.90625,FAILED
303,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
304,2021-11-18T01:39:59.605000+00:00,2.91796875,FAILED
305,2021-11-18T01:39:59.605000+00:00,2.994140625,FAILED
306,2021-11-18T01:39:59.605000+00:00,3.064453125,FAILED
307,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
308,2021-11-18T01:39:59.605000+00:00,2.94140625,FAILED
309,2021-11-18T01:39:59.605000+00:00,2.994140625,FAILED
310,2021-11-18T01:39:59.605000+00:00,3.041015625,FAILED
311,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
312,2021-11-18T01:39:59.605000+00:00,2.96484375,FAILED
313,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
314,2021-11-18T01:39:59.605000+00:00,2.970703125,FAILED
315,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
316,2021-11-18T01:39:59.605000+00:00,2.9765625,FAILED
317,2021-11-18T01:39:59.605000+00:00,2.607421875,FAILED
318,2021-11-18T01:39:59.605000+00:00,1.810546875,PASSED
319,2021-11-18T01:39:59.605000+00:00,0.09375,PASSED
320,2021-11-18T01:39:59.605000+00:00,-1.0859375,PASSED
321,2021-11-18T01:39:59.605000+00:00,-1.53125,PASSED
322,2021-11-18T01:39:59.605000+00:00,-1.93359375,PASSED
323,2021-11-18T01:39:59.605000+00:00,-1.56640625,PASSED
324,2021-11-18T01:39:59.605000+00:00,-1.45703125,PASSED
325,2021-11-18T01:39:59.605000+00:00,-1.35546875,PASSED
326,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
327,2021-11-18T01:39:59.605000+00:00,-1.91796875,PASSED
328,2021-11-18T01:39:59.605000+00:00,-1.9921875,PASSED
329,2021-11-18T01:39:59.605000+00:00,-2.05859375,FAILED
330,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
331,2021-11-18T01:39:59.605000+00:00,-2.05078125,FAILED
332,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
333,2021-11-18T01:39:59.605000+00:00,-1.953125,PASSED
334,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
335,2021-11-18T01:39:59.605000+00:00,-2.03515625,FAILED
336,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
337,2021-11-18T01:39:59.605000+00:00,-1.96875,PASSED
338,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
339,2021-11-18T01:39:59.605000+00:00,-2.01953125,FAILED
340,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
341,2021-11-18T01:39:59.605000+00:00,-1.671875,PASSED
342,2021-11-18T01:39:59.605000+00:00,-0.96484375,PASSED
343,2021-11-18T01:39:59.605000+00:00,0.15625,PASSED
344,2021-11-18T01:39:59.605000+00:00,0.0078125,PASSED
345,2021-11-18T01:39:59.605000+00:00,-0.125,PASSED
346,2021-11-18T01:39:59.605000+00:00,-0.4921875,PASSED
347,2021-11-18T01:39:59.605000+00:00,-1.05078125,PASSED
348,2021-11-18T01:39:59.605000+00:00,-0.74609375,PASSED
349,2021-11-18T01:39:59.605000+00:00,0.45703125,PASSED
350,2021-11-18T01:39:59.605000+00:00,1.9375,PASSED
351,2021-11-18T01:39:59.605000+00:00,2.13671875,FAILED
352,2021-11-18T01:39:59.605000+00:00,1.95703125,PASSED
353,2021-11-18T01:39:59.605000+00:00,2.12109375,FAILED
354,2021-11-18T01:39:59.605000+00:00,1.97265625,PASSED
355,2021-11-18T01:39:59.605000+00:00,2.10546875,FAILED
356,2021-11-18T01:39:59.605000+00:00,1.73828125,PASSED
357,2021-11-18T01:39:59.605000+00:00,2.0703125,FAILED
358,2021-11-18T01:39:59.605000+00:00,1.96875,PASSED
359,2021-11-18T01:39:59.605000+00:00,2.05859375,FAILED
360,2021-11-18T01:39:59.605000+00:00,1.9765625,PASSED
361,2021-11-18T01:39:59.605000+00:00,2.05078125,FAILED
362,2021-11-18T01:39:59.605000+00:00,1.984375,PASSED
363,2021-11-18T01:39:59.605000+00:00,1.921875,PASSED
364,2021-11-18T01:39:59.605000+00:00,1.8671875,PASSED
365,2021-11-18T01:39:59.605000+00:00,1.296875,PASSED
366,2021-11-18T01:39:59.605000+00:00,1.5234375,PASSED
367,2021-11-18T01:39:59.605000+00:00,2.00390625,FAILED
368,2021-11-18T01:39:59.605000+00:00,1.94140625,PASSED
369,2021-11-18T01:39:59.605000+00:00,1.99609375,PASSED
370,2021-11-18T01:39:59.605000+00:00,2.046875,FAILED
371,2021-11-18T01:39:59.605000+00:00,2.0,PASSED
372,2021-11-18T01:39:59.605000+00:00,1.35546875,PASSED
373,2021-11-18T01:39:59.605000+00:00,-0.03125,PASSED
374,2021-11-18T01:39:59.605000+00:00,-1.42578125,PASSED
375,2021-11-18T01:39:59.605000+00:00,-1.60546875,PASSED
376,2021-11-18T01:39:59.605000+00:00,-1.11328125,PASSED
377,2021-11-18T01:39:59.605000+00:00,-0.3671875,PASSED
378,2021-11-18T01:39:59.605000+00:00,-0.234375,PASSED
379,2021-11-18T01:39:59.605000+00:00,-0.6015625,PASSED
380,2021-11-18T01:39:59.605000+00:00,-1.3828125,PASSED
381,2021-11-18T01:39:59.605000+00:00,-2.09375,FAILED
382,2021-11-18T01:39:59.605000+00:00,-2.00390625,FAILED
383,2021-11-18T01:39:59.605000+00:00,-1.921875,PASSED
384,2021-11-18T01:39:59.605000+00:00,-1.99609375,PASSED
385,2021-11-18T01:39:59.605000+00:00,-2.0625,FAILED
386,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
387,2021-11-18T01:39:59.605000+00:00,-1.71484375,PASSED
388,2021-11-18T01:39:59.605000+00:00,-1.8671875,PASSED
389,2021-11-18T01:39:59.605000+00:00,-2.0078125,FAILED
390,2021-11-18T01:39:59.605000+00:00,-1.96484375,PASSED
391,2021-11-18T01:39:59.605000+00:00,-2.00390625,FAILED
392,2021-11-18T01:39:59.605000+00:00,-1.96875,PASSED
393,2021-11-18T01:39:59.605000+00:00,-2.0,PASSED
394,2021-11-18T01:39:59.605000+00:00,-1.796875,PASSED
395,2021-11-18T01:39:59.605000+00:00,-1.453125,PASSED
396,2021-11-18T01:39:59.605000+00:00,-1.6875,PASSED
397,2021-11-18T01:39:59.605000+00:00,-1.55859375,PASSED
398,2021-11-18T01:39:59.605000+00:00,-1.83203125,PASSED
399,2021-11-18T01:39:59.605000+00:00,-2.0078125,FAILED
400,2021-11-18T01:39:59.605000+00:00,-2.291015625,FAILED
401,2021-11-18T01:39:59.605000+00:00,-1.986328125,PASSED
402,2021-11-18T01:39:59.605000+00:00,-0.5625,PASSED
403,2021-11-18T01:39:59.605000+00:00,1.271484375,PASSED
404,2021-11-18T01:39:59.605000+00:00,2.501953125,FAILED
405,2021-11-18T01:39:59.605000+00:00,3.169921875,FAILED
406,2021-11-18T01:39:59.605000+00:00,2.970703125,FAILED
407,2021-11-18T01:39:59.605000+00:00,3.15234375,FAILED
408,2021-11-18T01:39:59.605000+00:00,2.98828125,FAILED
409,2021-11-18T01:39:59.605000+00:00,2.2265625,FAILED
410,2021-11-18T01:39:59.605000+00:00,2.361328125,FAILED
411,2021-11-18T01:39:59.605000+00:00,2.98828125,FAILED
412,2021-11-18T01:39:59.605000+00:00,3.099609375,FAILED
413,2021-11-18T01:39:59.605000+00:00,3.0,FAILED
414,2021-11-18T01:39:59.605000+00:00,2.90625,FAILED
415,2021-11-18T01:39:59.605000+00:00,2.98828125,FAILED
416,2021-11-18T01:39:59.605000+00:00,3.064453125,FAILED
417,2021-11-18T01:39:59.605000+00:00,2.28515625,FAILED
418,2021-11-18T01:39:59.605000+00:00,0.7265625,PASSED
419,2021-11-18T01:39:59.605000+00:00,0.50390625,PASSED
420,2021-11-18T01:39:59.605000+00:00,0.73828125,PASSED
